,@type,eg:amount_beneficiaries,eg:county,eg:indicator,eg:n_beneficiaries,eg:state
25997,eg:Record,851000,Powhatan,Disability / Disabled workers,635,Virginia
25998,eg:Record,5000,Powhatan,Disability / Spouses,10,Virginia
25999,eg:Record,52000,Powhatan,Disability / Children,115,Virginia
26000,eg:Record,4087000,Powhatan,Aged 65 or older / Men,2295,Virginia
26001,eg:Record,4391000,Prince Edward,Retirement / Retired workers,3350,Virginia
26002,eg:Record,58000,Prince Edward,Retirement / Spouses,85,Virginia
26003,eg:Record,35000,Prince Edward,Retirement / Children,55,Virginia
26004,eg:Record,361000,Prince Edward,Survivors / Widow(er)s and parents,310,Virginia
26005,eg:Record,151000,Prince Edward,Survivors / Children,200,Virginia
26006,eg:Record,967000,Prince Edward,Disability / Disabled workers,890,Virginia
26007,eg:Record,2000,Prince Edward,Disability / Spouses,5,Virginia
26008,eg:Record,48000,Prince Edward,Disability / Children,145,Virginia
26009,eg:Record,2179000,Prince Edward,Aged 65 or older / Men,1505,Virginia
26010,eg:Record,6455000,Prince George,Retirement / Retired workers,4390,Virginia
26011,eg:Record,162000,Prince George,Retirement / Spouses,205,Virginia
26012,eg:Record,51000,Prince George,Retirement / Children,65,Virginia
26013,eg:Record,508000,Prince George,Survivors / Widow(er)s and parents,390,Virginia
26014,eg:Record,185000,Prince George,Survivors / Children,200,Virginia
26015,eg:Record,1169000,Prince George,Disability / Disabled workers,890,Virginia
26016,eg:Record,4000,Prince George,Disability / Spouses,10,Virginia
26017,eg:Record,100000,Prince George,Disability / Children,250,Virginia
26018,eg:Record,3555000,Prince George,Aged 65 or older / Men,2135,Virginia
26019,eg:Record,49825000,Prince William,Retirement / Retired workers,33045,Virginia
26020,eg:Record,1714000,Prince William,Retirement / Spouses,2110,Virginia
26021,eg:Record,403000,Prince William,Retirement / Children,590,Virginia
26022,eg:Record,3448000,Prince William,Survivors / Widow(er)s and parents,2505,Virginia
26023,eg:Record,1673000,Prince William,Survivors / Children,1670,Virginia
26024,eg:Record,6915000,Prince William,Disability / Disabled workers,5205,Virginia
26025,eg:Record,21000,Prince William,Disability / Spouses,55,Virginia
26026,eg:Record,499000,Prince William,Disability / Children,1245,Virginia
26027,eg:Record,27036000,Prince William,Aged 65 or older / Men,15955,Virginia
26028,eg:Record,9007000,Pulaski,Retirement / Retired workers,6515,Virginia
26029,eg:Record,140000,Pulaski,Retirement / Spouses,205,Virginia
26030,eg:Record,39000,Pulaski,Retirement / Children,55,Virginia
26031,eg:Record,786000,Pulaski,Survivors / Widow(er)s and parents,635,Virginia
26032,eg:Record,191000,Pulaski,Survivors / Children,230,Virginia
26033,eg:Record,2308000,Pulaski,Disability / Disabled workers,1950,Virginia
26034,eg:Record,7000,Pulaski,Disability / Spouses,25,Virginia
26035,eg:Record,103000,Pulaski,Disability / Children,275,Virginia
26036,eg:Record,4835000,Pulaski,Aged 65 or older / Men,3090,Virginia
26037,eg:Record,2284000,Rappahannock,Retirement / Retired workers,1555,Virginia
26038,eg:Record,86000,Rappahannock,Retirement / Spouses,100,Virginia
26039,eg:Record,13000,Rappahannock,Retirement / Children,15,Virginia
26040,eg:Record,175000,Rappahannock,Survivors / Widow(er)s and parents,130,Virginia
26041,eg:Record,28000,Rappahannock,Survivors / Children,35,Virginia
26042,eg:Record,201000,Rappahannock,Disability / Disabled workers,155,Virginia
26043,eg:Record,1000,Rappahannock,Disability / Spouses,5,Virginia
26044,eg:Record,8000,Rappahannock,Disability / Children,25,Virginia
26045,eg:Record,1325000,Rappahannock,Aged 65 or older / Men,795,Virginia
26046,eg:Record,1995000,Richmond,Retirement / Retired workers,1500,Virginia
26047,eg:Record,31000,Richmond,Retirement / Spouses,45,Virginia
26048,eg:Record,15000,Richmond,Retirement / Children,20,Virginia
26049,eg:Record,168000,Richmond,Survivors / Widow(er)s and parents,145,Virginia
26050,eg:Record,41000,Richmond,Survivors / Children,55,Virginia
26051,eg:Record,316000,Richmond,Disability / Disabled workers,265,Virginia
26052,eg:Record,0,Richmond,Disability / Spouses,0,Virginia
26053,eg:Record,16000,Richmond,Disability / Children,45,Virginia
26054,eg:Record,1005000,Richmond,Aged 65 or older / Men,685,Virginia
26055,eg:Record,25022000,Roanoke,Retirement / Retired workers,16935,Virginia
26056,eg:Record,626000,Roanoke,Retirement / Spouses,725,Virginia
26057,eg:Record,123000,Roanoke,Retirement / Children,165,Virginia
26058,eg:Record,1961000,Roanoke,Survivors / Widow(er)s and parents,1425,Virginia
26059,eg:Record,475000,Roanoke,Survivors / Children,500,Virginia
26060,eg:Record,3370000,Roanoke,Disability / Disabled workers,2635,Virginia
26061,eg:Record,11000,Roanoke,Disability / Spouses,30,Virginia
26062,eg:Record,201000,Roanoke,Disability / Children,495,Virginia
26063,eg:Record,12700000,Roanoke,Aged 65 or older / Men,7535,Virginia
26064,eg:Record,6037000,Rockbridge,Retirement / Retired workers,4370,Virginia
26065,eg:Record,151000,Rockbridge,Retirement / Spouses,200,Virginia
26066,eg:Record,35000,Rockbridge,Retirement / Children,50,Virginia
26067,eg:Record,442000,Rockbridge,Survivors / Widow(er)s and parents,355,Virginia
26068,eg:Record,89000,Rockbridge,Survivors / Children,115,Virginia
26069,eg:Record,1017000,Rockbridge,Disability / Disabled workers,860,Virginia
26070,eg:Record,5000,Rockbridge,Disability / Spouses,10,Virginia
26071,eg:Record,60000,Rockbridge,Disability / Children,160,Virginia
26072,eg:Record,3389000,Rockbridge,Aged 65 or older / Men,2195,Virginia
26073,eg:Record,18230000,Rockingham,Retirement / Retired workers,13135,Virginia
26074,eg:Record,480000,Rockingham,Retirement / Spouses,615,Virginia
26075,eg:Record,112000,Rockingham,Retirement / Children,160,Virginia
26076,eg:Record,1315000,Rockingham,Survivors / Widow(er)s and parents,1030,Virginia
26077,eg:Record,365000,Rockingham,Survivors / Children,420,Virginia
26078,eg:Record,2594000,Rockingham,Disability / Disabled workers,2165,Virginia
26079,eg:Record,7000,Rockingham,Disability / Spouses,25,Virginia
26080,eg:Record,140000,Rockingham,Disability / Children,405,Virginia
26081,eg:Record,9817000,Rockingham,Aged 65 or older / Men,6190,Virginia
26082,eg:Record,5582000,Russell,Retirement / Retired workers,4050,Virginia
26083,eg:Record,269000,Russell,Retirement / Spouses,415,Virginia
26084,eg:Record,55000,Russell,Retirement / Children,75,Virginia
26085,eg:Record,1015000,Russell,Survivors / Widow(er)s and parents,865,Virginia
26086,eg:Record,224000,Russell,Survivors / Children,280,Virginia
26087,eg:Record,3209000,Russell,Disability / Disabled workers,2535,Virginia
26088,eg:Record,32000,Russell,Disability / Spouses,95,Virginia
26089,eg:Record,218000,Russell,Disability / Children,485,Virginia
26090,eg:Record,3563000,Russell,Aged 65 or older / Men,2255,Virginia
26091,eg:Record,5271000,Scott,Retirement / Retired workers,3990,Virginia
26092,eg:Record,270000,Scott,Retirement / Spouses,430,Virginia
26093,eg:Record,54000,Scott,Retirement / Children,75,Virginia
26094,eg:Record,695000,Scott,Survivors / Widow(er)s and parents,620,Virginia
26095,eg:Record,128000,Scott,Survivors / Children,170,Virginia
26096,eg:Record,2017000,Scott,Disability / Disabled workers,1660,Virginia
26097,eg:Record,15000,Scott,Disability / Spouses,40,Virginia
26098,eg:Record,105000,Scott,Disability / Children,285,Virginia
26099,eg:Record,3177000,Scott,Aged 65 or older / Men,2175,Virginia
26100,eg:Record,11137000,Shenandoah,Retirement / Retired workers,8245,Virginia
26101,eg:Record,214000,Shenandoah,Retirement / Spouses,280,Virginia
26102,eg:Record,48000,Shenandoah,Retirement / Children,70,Virginia
26103,eg:Record,866000,Shenandoah,Survivors / Widow(er)s and parents,680,Virginia
26104,eg:Record,250000,Shenandoah,Survivors / Children,290,Virginia
26105,eg:Record,1560000,Shenandoah,Disability / Disabled workers,1295,Virginia
26106,eg:Record,2000,Shenandoah,Disability / Spouses,10,Virginia
26107,eg:Record,73000,Shenandoah,Disability / Children,195,Virginia
26108,eg:Record,5887000,Shenandoah,Aged 65 or older / Men,3860,Virginia
26109,eg:Record,7456000,Smyth,Retirement / Retired workers,5825,Virginia
26110,eg:Record,172000,Smyth,Retirement / Spouses,260,Virginia
26111,eg:Record,64000,Smyth,Retirement / Children,90,Virginia
26112,eg:Record,750000,Smyth,Survivors / Widow(er)s and parents,690,Virginia
26113,eg:Record,256000,Smyth,Survivors / Children,325,Virginia
26114,eg:Record,2538000,Smyth,Disability / Disabled workers,2250,Virginia
26115,eg:Record,12000,Smyth,Disability / Spouses,35,Virginia
26116,eg:Record,143000,Smyth,Disability / Children,390,Virginia
26117,eg:Record,3873000,Smyth,Aged 65 or older / Men,2750,Virginia
26118,eg:Record,4143000,Southampton,Retirement / Retired workers,3080,Virginia
26119,eg:Record,86000,Southampton,Retirement / Spouses,120,Virginia
26120,eg:Record,26000,Southampton,Retirement / Children,35,Virginia
26121,eg:Record,421000,Southampton,Survivors / Widow(er)s and parents,345,Virginia
26122,eg:Record,120000,Southampton,Survivors / Children,135,Virginia
26123,eg:Record,824000,Southampton,Disability / Disabled workers,670,Virginia
26124,eg:Record,2000,Southampton,Disability / Spouses,5,Virginia
26125,eg:Record,43000,Southampton,Disability / Children,115,Virginia
26126,eg:Record,2215000,Southampton,Aged 65 or older / Men,1435,Virginia
26127,eg:Record,21669000,Spotsylvania,Retirement / Retired workers,14990,Virginia
26128,eg:Record,555000,Spotsylvania,Retirement / Spouses,695,Virginia
26129,eg:Record,143000,Spotsylvania,Retirement / Children,200,Virginia
26130,eg:Record,1737000,Spotsylvania,Survivors / Widow(er)s and parents,1315,Virginia
26131,eg:Record,679000,Spotsylvania,Survivors / Children,750,Virginia
26132,eg:Record,3745000,Spotsylvania,Disability / Disabled workers,2825,Virginia
26133,eg:Record,14000,Spotsylvania,Disability / Spouses,35,Virginia
26134,eg:Record,266000,Spotsylvania,Disability / Children,660,Virginia
26135,eg:Record,11489000,Spotsylvania,Aged 65 or older / Men,7005,Virginia
26136,eg:Record,17931000,Stafford,Retirement / Retired workers,12170,Virginia
26137,eg:Record,504000,Stafford,Retirement / Spouses,600,Virginia
26138,eg:Record,147000,Stafford,Retirement / Children,195,Virginia
26139,eg:Record,1390000,Stafford,Survivors / Widow(er)s and parents,1015,Virginia
26140,eg:Record,634000,Stafford,Survivors / Children,660,Virginia
26141,eg:Record,2827000,Stafford,Disability / Disabled workers,2075,Virginia
26142,eg:Record,8000,Stafford,Disability / Spouses,20,Virginia
26143,eg:Record,239000,Stafford,Disability / Children,600,Virginia
26144,eg:Record,9613000,Stafford,Aged 65 or older / Men,5690,Virginia
26145,eg:Record,1699000,Surry,Retirement / Retired workers,1220,Virginia
26146,eg:Record,33000,Surry,Retirement / Spouses,45,Virginia
26147,eg:Record,11000,Surry,Retirement / Children,15,Virginia
26148,eg:Record,159000,Surry,Survivors / Widow(er)s and parents,125,Virginia
26149,eg:Record,31000,Surry,Survivors / Children,35,Virginia
26150,eg:Record,360000,Surry,Disability / Disabled workers,275,Virginia
26151,eg:Record,0,Surry,Disability / Spouses,0,Virginia
26152,eg:Record,10000,Surry,Disability / Children,30,Virginia
26153,eg:Record,958000,Surry,Aged 65 or older / Men,600,Virginia
26154,eg:Record,2285000,Sussex,Retirement / Retired workers,1760,Virginia
26155,eg:Record,39000,Sussex,Retirement / Spouses,55,Virginia
26156,eg:Record,17000,Sussex,Retirement / Children,30,Virginia
26157,eg:Record,202000,Sussex,Survivors / Widow(er)s and parents,180,Virginia
26158,eg:Record,73000,Sussex,Survivors / Children,100,Virginia
26159,eg:Record,518000,Sussex,Disability / Disabled workers,460,Virginia
26160,eg:Record,1000,Sussex,Disability / Spouses,5,Virginia
26161,eg:Record,29000,Sussex,Disability / Children,85,Virginia
26162,eg:Record,1165000,Sussex,Aged 65 or older / Men,810,Virginia
26163,eg:Record,9636000,Tazewell,Retirement / Retired workers,6855,Virginia
26164,eg:Record,405000,Tazewell,Retirement / Spouses,600,Virginia
26165,eg:Record,93000,Tazewell,Retirement / Children,125,Virginia
26166,eg:Record,1679000,Tazewell,Survivors / Widow(er)s and parents,1380,Virginia
26167,eg:Record,392000,Tazewell,Survivors / Children,450,Virginia
26168,eg:Record,4098000,Tazewell,Disability / Disabled workers,3215,Virginia
26169,eg:Record,57000,Tazewell,Disability / Spouses,130,Virginia
26170,eg:Record,242000,Tazewell,Disability / Children,620,Virginia
26171,eg:Record,5919000,Tazewell,Aged 65 or older / Men,3660,Virginia
26172,eg:Record,7631000,Warren,Retirement / Retired workers,5405,Virginia
26173,eg:Record,161000,Warren,Retirement / Spouses,200,Virginia
26174,eg:Record,52000,Warren,Retirement / Children,80,Virginia
26175,eg:Record,710000,Warren,Survivors / Widow(er)s and parents,530,Virginia
26176,eg:Record,255000,Warren,Survivors / Children,280,Virginia
26177,eg:Record,1424000,Warren,Disability / Disabled workers,1105,Virginia
26178,eg:Record,4000,Warren,Disability / Spouses,15,Virginia
26179,eg:Record,78000,Warren,Disability / Children,190,Virginia
26180,eg:Record,4165000,Warren,Aged 65 or older / Men,2610,Virginia
26181,eg:Record,14125000,Washington,Retirement / Retired workers,10290,Virginia
26182,eg:Record,430000,Washington,Retirement / Spouses,595,Virginia
26183,eg:Record,108000,Washington,Retirement / Children,150,Virginia
26184,eg:Record,1461000,Washington,Survivors / Widow(er)s and parents,1185,Virginia
26185,eg:Record,353000,Washington,Survivors / Children,420,Virginia
26186,eg:Record,3684000,Washington,Disability / Disabled workers,3070,Virginia
26187,eg:Record,19000,Washington,Disability / Spouses,60,Virginia
26188,eg:Record,188000,Washington,Disability / Children,475,Virginia
26189,eg:Record,7949000,Washington,Aged 65 or older / Men,5090,Virginia
26190,eg:Record,4961000,Westmoreland,Retirement / Retired workers,3800,Virginia
26191,eg:Record,86000,Westmoreland,Retirement / Spouses,120,Virginia
26192,eg:Record,15000,Westmoreland,Retirement / Children,30,Virginia
26193,eg:Record,385000,Westmoreland,Survivors / Widow(er)s and parents,310,Virginia
26194,eg:Record,87000,Westmoreland,Survivors / Children,110,Virginia
26195,eg:Record,787000,Westmoreland,Disability / Disabled workers,640,Virginia
26196,eg:Record,2000,Westmoreland,Disability / Spouses,5,Virginia
26197,eg:Record,36000,Westmoreland,Disability / Children,105,Virginia
26198,eg:Record,2565000,Westmoreland,Aged 65 or older / Men,1760,Virginia
26199,eg:Record,7690000,Wise,Retirement / Retired workers,5350,Virginia
26200,eg:Record,372000,Wise,Retirement / Spouses,550,Virginia
26201,eg:Record,97000,Wise,Retirement / Children,145,Virginia
26202,eg:Record,1318000,Wise,Survivors / Widow(er)s and parents,1105,Virginia
26203,eg:Record,398000,Wise,Survivors / Children,460,Virginia
26204,eg:Record,4483000,Wise,Disability / Disabled workers,3540,Virginia
26205,eg:Record,49000,Wise,Disability / Spouses,140,Virginia
26206,eg:Record,286000,Wise,Disability / Children,720,Virginia
26207,eg:Record,4897000,Wise,Aged 65 or older / Men,2985,Virginia
26208,eg:Record,6925000,Wythe,Retirement / Retired workers,5285,Virginia
26209,eg:Record,149000,Wythe,Retirement / Spouses,215,Virginia
26210,eg:Record,42000,Wythe,Retirement / Children,65,Virginia
26211,eg:Record,653000,Wythe,Survivors / Widow(er)s and parents,565,Virginia
26212,eg:Record,170000,Wythe,Survivors / Children,230,Virginia
26213,eg:Record,2020000,Wythe,Disability / Disabled workers,1770,Virginia
26214,eg:Record,7000,Wythe,Disability / Spouses,25,Virginia
26215,eg:Record,119000,Wythe,Disability / Children,300,Virginia
26216,eg:Record,3723000,Wythe,Aged 65 or older / Men,2510,Virginia
26217,eg:Record,13077000,York,Retirement / Retired workers,8895,Virginia
26218,eg:Record,430000,York,Retirement / Spouses,500,Virginia
26219,eg:Record,75000,York,Retirement / Children,110,Virginia
26220,eg:Record,1013000,York,Survivors / Widow(er)s and parents,745,Virginia
26221,eg:Record,266000,York,Survivors / Children,265,Virginia
26222,eg:Record,1330000,York,Disability / Disabled workers,1025,Virginia
26223,eg:Record,6000,York,Disability / Spouses,15,Virginia
26224,eg:Record,81000,York,Disability / Children,220,Virginia
26225,eg:Record,7106000,York,Aged 65 or older / Men,4150,Virginia
26226,eg:Record,18722000,Alexandria,Retirement / Retired workers,11635,Virginia
26227,eg:Record,645000,Alexandria,Retirement / Spouses,705,Virginia
26228,eg:Record,128000,Alexandria,Retirement / Children,180,Virginia
26229,eg:Record,1214000,Alexandria,Survivors / Widow(er)s and parents,850,Virginia
26230,eg:Record,311000,Alexandria,Survivors / Children,315,Virginia
26231,eg:Record,1776000,Alexandria,Disability / Disabled workers,1435,Virginia
26232,eg:Record,2000,Alexandria,Disability / Spouses,5,Virginia
26233,eg:Record,90000,Alexandria,Disability / Children,225,Virginia
26234,eg:Record,9410000,Alexandria,Aged 65 or older / Men,5350,Virginia
26235,eg:Record,4167000,Bristol,Retirement / Retired workers,3080,Virginia
26236,eg:Record,93000,Bristol,Retirement / Spouses,130,Virginia
26237,eg:Record,30000,Bristol,Retirement / Children,45,Virginia
26238,eg:Record,504000,Bristol,Survivors / Widow(er)s and parents,430,Virginia
26239,eg:Record,117000,Bristol,Survivors / Children,155,Virginia
26240,eg:Record,1109000,Bristol,Disability / Disabled workers,1035,Virginia
26241,eg:Record,6000,Bristol,Disability / Spouses,15,Virginia
26242,eg:Record,58000,Bristol,Disability / Children,160,Virginia
26243,eg:Record,2064000,Bristol,Aged 65 or older / Men,1355,Virginia
26244,eg:Record,1370000,Buena Vista,Retirement / Retired workers,1045,Virginia
26245,eg:Record,39000,Buena Vista,Retirement / Spouses,55,Virginia
26246,eg:Record,12000,Buena Vista,Retirement / Children,20,Virginia
26247,eg:Record,127000,Buena Vista,Survivors / Widow(er)s and parents,110,Virginia
26248,eg:Record,37000,Buena Vista,Survivors / Children,45,Virginia
26249,eg:Record,327000,Buena Vista,Disability / Disabled workers,300,Virginia
26250,eg:Record,2000,Buena Vista,Disability / Spouses,5,Virginia
26251,eg:Record,21000,Buena Vista,Disability / Children,65,Virginia
26252,eg:Record,681000,Buena Vista,Aged 65 or older / Men,460,Virginia
26253,eg:Record,6377000,Charlottesville,Retirement / Retired workers,4295,Virginia
26254,eg:Record,222000,Charlottesville,Retirement / Spouses,230,Virginia
26255,eg:Record,69000,Charlottesville,Retirement / Children,95,Virginia
26256,eg:Record,427000,Charlottesville,Survivors / Widow(er)s and parents,315,Virginia
26257,eg:Record,149000,Charlottesville,Survivors / Children,180,Virginia
26258,eg:Record,1102000,Charlottesville,Disability / Disabled workers,1065,Virginia
26259,eg:Record,0,Charlottesville,Disability / Spouses,0,Virginia
26260,eg:Record,38000,Charlottesville,Disability / Children,115,Virginia
26261,eg:Record,3191000,Charlottesville,Aged 65 or older / Men,1930,Virginia
26262,eg:Record,37564000,Chesapeake,Retirement / Retired workers,27080,Virginia
26263,eg:Record,815000,Chesapeake,Retirement / Spouses,1040,Virginia
26264,eg:Record,266000,Chesapeake,Retirement / Children,365,Virginia
26265,eg:Record,3429000,Chesapeake,Survivors / Widow(er)s and parents,2640,Virginia
26266,eg:Record,1215000,Chesapeake,Survivors / Children,1360,Virginia
26267,eg:Record,6711000,Chesapeake,Disability / Disabled workers,5375,Virginia
26268,eg:Record,22000,Chesapeake,Disability / Spouses,60,Virginia
26269,eg:Record,420000,Chesapeake,Disability / Children,1090,Virginia
26270,eg:Record,18805000,Chesapeake,Aged 65 or older / Men,11985,Virginia
26271,eg:Record,4325000,Colonial Heights,Retirement / Retired workers,3055,Virginia
26272,eg:Record,100000,Colonial Heights,Retirement / Spouses,130,Virginia
26273,eg:Record,22000,Colonial Heights,Retirement / Children,30,Virginia
26274,eg:Record,457000,Colonial Heights,Survivors / Widow(er)s and parents,335,Virginia
26275,eg:Record,112000,Colonial Heights,Survivors / Children,125,Virginia
26276,eg:Record,792000,Colonial Heights,Disability / Disabled workers,645,Virginia
26277,eg:Record,2000,Colonial Heights,Disability / Spouses,5,Virginia
26278,eg:Record,48000,Colonial Heights,Disability / Children,130,Virginia
26279,eg:Record,2116000,Colonial Heights,Aged 65 or older / Men,1315,Virginia
26280,eg:Record,1482000,Covington,Retirement / Retired workers,1090,Virginia
26281,eg:Record,58000,Covington,Retirement / Spouses,80,Virginia
26282,eg:Record,10000,Covington,Retirement / Children,20,Virginia
26283,eg:Record,199000,Covington,Survivors / Widow(er)s and parents,155,Virginia
26284,eg:Record,66000,Covington,Survivors / Children,80,Virginia
26285,eg:Record,483000,Covington,Disability / Disabled workers,430,Virginia
26286,eg:Record,3000,Covington,Disability / Spouses,10,Virginia
26287,eg:Record,23000,Covington,Disability / Children,85,Virginia
26288,eg:Record,815000,Covington,Aged 65 or older / Men,525,Virginia
26289,eg:Record,10698000,Danville,Retirement / Retired workers,8275,Virginia
26290,eg:Record,150000,Danville,Retirement / Spouses,215,Virginia
26291,eg:Record,92000,Danville,Retirement / Children,150,Virginia
26292,eg:Record,934000,Danville,Survivors / Widow(er)s and parents,845,Virginia
26293,eg:Record,337000,Danville,Survivors / Children,460,Virginia
26294,eg:Record,2547000,Danville,Disability / Disabled workers,2390,Virginia
26295,eg:Record,8000,Danville,Disability / Spouses,30,Virginia
26296,eg:Record,104000,Danville,Disability / Children,355,Virginia
26297,eg:Record,4959000,Danville,Aged 65 or older / Men,3420,Virginia
26298,eg:Record,1092000,Emporia,Retirement / Retired workers,890,Virginia
26299,eg:Record,19000,Emporia,Retirement / Spouses,30,Virginia
26300,eg:Record,6000,Emporia,Retirement / Children,10,Virginia
26301,eg:Record,130000,Emporia,Survivors / Widow(er)s and parents,125,Virginia
26302,eg:Record,60000,Emporia,Survivors / Children,85,Virginia
26303,eg:Record,336000,Emporia,Disability / Disabled workers,325,Virginia
26304,eg:Record,1000,Emporia,Disability / Spouses,5,Virginia
26305,eg:Record,16000,Emporia,Disability / Children,40,Virginia
26306,eg:Record,499000,Emporia,Aged 65 or older / Men,365,Virginia
26307,eg:Record,4320000,Fairfax,Retirement / Retired workers,2715,Virginia
26308,eg:Record,157000,Fairfax,Retirement / Spouses,180,Virginia
26309,eg:Record,26000,Fairfax,Retirement / Children,30,Virginia
26310,eg:Record,254000,Fairfax,Survivors / Widow(er)s and parents,175,Virginia
26311,eg:Record,128000,Fairfax,Survivors / Children,110,Virginia
26312,eg:Record,281000,Fairfax,Disability / Disabled workers,215,Virginia
26313,eg:Record,0,Fairfax,Disability / Spouses,0,Virginia
26314,eg:Record,10000,Fairfax,Disability / Children,25,Virginia
26315,eg:Record,2245000,Fairfax,Aged 65 or older / Men,1300,Virginia
26316,eg:Record,2132000,Falls Church,Retirement / Retired workers,1305,Virginia
26317,eg:Record,72000,Falls Church,Retirement / Spouses,80,Virginia
26318,eg:Record,19000,Falls Church,Retirement / Children,25,Virginia
26319,eg:Record,140000,Falls Church,Survivors / Widow(er)s and parents,85,Virginia
26320,eg:Record,49000,Falls Church,Survivors / Children,35,Virginia
26321,eg:Record,114000,Falls Church,Disability / Disabled workers,85,Virginia
26322,eg:Record,0,Falls Church,Disability / Spouses,0,Virginia
26323,eg:Record,5000,Falls Church,Disability / Children,10,Virginia
26324,eg:Record,1067000,Falls Church,Aged 65 or older / Men,590,Virginia
26325,eg:Record,1813000,Franklin,Retirement / Retired workers,1340,Virginia
26326,eg:Record,42000,Franklin,Retirement / Spouses,60,Virginia
26327,eg:Record,17000,Franklin,Retirement / Children,30,Virginia
26328,eg:Record,221000,Franklin,Survivors / Widow(er)s and parents,200,Virginia
26329,eg:Record,72000,Franklin,Survivors / Children,90,Virginia
26330,eg:Record,466000,Franklin,Disability / Disabled workers,440,Virginia
26331,eg:Record,2000,Franklin,Disability / Spouses,5,Virginia
26332,eg:Record,24000,Franklin,Disability / Children,60,Virginia
26333,eg:Record,969000,Franklin,Aged 65 or older / Men,625,Virginia
26334,eg:Record,3859000,Fredericksburg,Retirement / Retired workers,2705,Virginia
26335,eg:Record,89000,Fredericksburg,Retirement / Spouses,105,Virginia
26336,eg:Record,53000,Fredericksburg,Retirement / Children,70,Virginia
26337,eg:Record,351000,Fredericksburg,Survivors / Widow(er)s and parents,270,Virginia
26338,eg:Record,139000,Fredericksburg,Survivors / Children,155,Virginia
26339,eg:Record,790000,Fredericksburg,Disability / Disabled workers,695,Virginia
26340,eg:Record,1000,Fredericksburg,Disability / Spouses,5,Virginia
26341,eg:Record,39000,Fredericksburg,Disability / Children,90,Virginia
26342,eg:Record,1894000,Fredericksburg,Aged 65 or older / Men,1185,Virginia
26343,eg:Record,1769000,Galax,Retirement / Retired workers,1420,Virginia
26344,eg:Record,24000,Galax,Retirement / Spouses,40,Virginia
26345,eg:Record,17000,Galax,Retirement / Children,30,Virginia
26346,eg:Record,153000,Galax,Survivors / Widow(er)s and parents,135,Virginia
26347,eg:Record,56000,Galax,Survivors / Children,80,Virginia
26348,eg:Record,455000,Galax,Disability / Disabled workers,450,Virginia
26349,eg:Record,3000,Galax,Disability / Spouses,10,Virginia
26350,eg:Record,17000,Galax,Disability / Children,55,Virginia
26351,eg:Record,845000,Galax,Aged 65 or older / Men,605,Virginia
26352,eg:Record,23905000,Hampton,Retirement / Retired workers,17795,Virginia
26353,eg:Record,484000,Hampton,Retirement / Spouses,655,Virginia
26354,eg:Record,207000,Hampton,Retirement / Children,305,Virginia
26355,eg:Record,2375000,Hampton,Survivors / Widow(er)s and parents,1920,Virginia
26356,eg:Record,736000,Hampton,Survivors / Children,930,Virginia
26357,eg:Record,5133000,Hampton,Disability / Disabled workers,4435,Virginia
26358,eg:Record,16000,Hampton,Disability / Spouses,50,Virginia
26359,eg:Record,265000,Hampton,Disability / Children,750,Virginia
26360,eg:Record,11990000,Hampton,Aged 65 or older / Men,7940,Virginia
26361,eg:Record,5588000,Harrisonburg,Retirement / Retired workers,3995,Virginia
26362,eg:Record,145000,Harrisonburg,Retirement / Spouses,185,Virginia
26363,eg:Record,51000,Harrisonburg,Retirement / Children,80,Virginia
26364,eg:Record,468000,Harrisonburg,Survivors / Widow(er)s and parents,350,Virginia
26365,eg:Record,135000,Harrisonburg,Survivors / Children,170,Virginia
26366,eg:Record,933000,Harrisonburg,Disability / Disabled workers,890,Virginia
26367,eg:Record,2000,Harrisonburg,Disability / Spouses,10,Virginia
26368,eg:Record,39000,Harrisonburg,Disability / Children,145,Virginia
26369,eg:Record,2830000,Harrisonburg,Aged 65 or older / Men,1790,Virginia
26370,eg:Record,4154000,Hopewell,Retirement / Retired workers,3050,Virginia
26371,eg:Record,89000,Hopewell,Retirement / Spouses,125,Virginia
26372,eg:Record,26000,Hopewell,Retirement / Children,40,Virginia
26373,eg:Record,506000,Hopewell,Survivors / Widow(er)s and parents,395,Virginia
26374,eg:Record,164000,Hopewell,Survivors / Children,200,Virginia
26375,eg:Record,1111000,Hopewell,Disability / Disabled workers,1000,Virginia
26376,eg:Record,3000,Hopewell,Disability / Spouses,10,Virginia
26377,eg:Record,65000,Hopewell,Disability / Children,185,Virginia
26378,eg:Record,2138000,Hopewell,Aged 65 or older / Men,1385,Virginia
26379,eg:Record,1899000,Lexington,Retirement / Retired workers,1260,Virginia
26380,eg:Record,66000,Lexington,Retirement / Spouses,70,Virginia
26381,eg:Record,15000,Lexington,Retirement / Children,20,Virginia
26382,eg:Record,178000,Lexington,Survivors / Widow(er)s and parents,130,Virginia
26383,eg:Record,26000,Lexington,Survivors / Children,30,Virginia
26384,eg:Record,150000,Lexington,Disability / Disabled workers,155,Virginia
26385,eg:Record,0,Lexington,Disability / Spouses,0,Virginia
26386,eg:Record,9000,Lexington,Disability / Children,20,Virginia
26387,eg:Record,994000,Lexington,Aged 65 or older / Men,570,Virginia
26388,eg:Record,14930000,Lynchburg,Retirement / Retired workers,10565,Virginia
26389,eg:Record,330000,Lynchburg,Retirement / Spouses,390,Virginia
26390,eg:Record,161000,Lynchburg,Retirement / Children,235,Virginia
